yearOfBirth;householdIncome;workerId;hitCreationDate;gender;date;householdSize;maritalStatus
1977;$40,000-$59,999;a9f9b148eeb8461781158f78e81abdfc;2016-09-18T19:06:14.000Z;female;2016-09-18T19:07:06.415Z;5+;married
1988;$100,000 or more;61031a874b5695be1852dcc11cf28146;2016-09-18T18:36:14.000Z;male;2016-09-18T18:39:39.487Z;1;single
1984;$25,000-$39,999;a225f2d2076162cfbd3ba5dc95c02c24;2016-09-18T18:06:15.000Z;female;2016-09-18T18:18:19.833Z;1;single
1994;$40,000-$59,999;0681f4b91962aae7031c0c862189342b;2016-09-18T17:36:16.000Z;male;2016-09-18T17:37:30.212Z;4;single
1975;$100,000 or more;7f7e0f60ea48da8796b8c40f43d46562;2016-09-18T17:21:15.000Z;female;2016-09-18T17:25:59.631Z;1;divorced
1970;$15,000-$24,999;4d918f666c251846a90bf5e83b296e26;2016-09-18T17:06:13.000Z;male;2016-09-18T17:12:28.987Z;1;single
1989;$75,000-$99,999;f0ba2e95d6bc872c33e81e9faffd5ffb;2016-09-18T16:36:14.000Z;male;2016-09-18T17:07:03.060Z;4;single
1989;$40,000-$59,999;a1a0cb89e3cc5acc348aab8263c42e1c;2016-09-18T16:51:15.000Z;female;2016-09-18T16:52:25.069Z;1;single
1983;$40,000-$59,999;a068a86147859f598dc8b2b854730ec1;2016-09-18T16:21:14.000Z;female;2016-09-18T16:25:42.812Z;3;divorced
1987;$40,000-$59,999;9c23b1120464fba07b24bb4c7e16d16d;2016-09-18T16:06:17.000Z;female;2016-09-18T16:08:00.959Z;1;single
1992;$15,000-$24,999;1a40319f5d3a44b81c7401b6d4de9d2f;2016-09-18T15:51:14.000Z;female;2016-09-18T15:52:22.280Z;2;cohabitating
1982;Less than $10,000;cff60ce625bd5983768425004c908f74;2016-09-18T15:36:14.000Z;male;2016-09-18T15:37:53.457Z;4;married
1982;$15,000-$24,999;b2a3f7e5d3b6d5ad8b940ab50706097d;2016-09-18T15:21:16.000Z;male;2016-09-18T15:23:00.801Z;5+;married
1994;$25,000-$39,999;68f7cde3e0a3da9a5403a9eb5141fc57;2016-09-18T15:06:16.000Z;female;2016-09-18T15:08:32.412Z;1;single
1991;Less than $10,000;68a29c1629766c4f9306748ed505c016;2016-09-18T14:51:16.000Z;male;2016-09-18T14:53:52.002Z;4;single
1996;$60,000-$74,999;9214e5b19f2ae891f71790e4437c1b4c;2016-09-18T14:36:16.000Z;female;2016-09-18T14:38:07.855Z;3;single
1983;$75,000-$99,999;e9f871777eb0a376da95ee9c832935da;2016-09-18T14:21:20.000Z;female;2016-09-18T14:22:07.981Z;4;cohabitating
1993;$75,000-$99,999;38b8208da8981d38ffe0e0034289ee2b;;male;2016-09-18T14:06:54.645Z;2;cohabitating
1993;$75,000-$99,999;38b8208da8981d38ffe0e0034289ee2b;2016-09-18T14:06:03.000Z;male;2016-09-18T14:06:51.957Z;2;cohabitating
1983;$40,000-$59,999;3f9cb8452af1209e95398c7b42ef030a;2016-09-18T13:50:23.000Z;female;2016-09-18T13:52:46.456Z;4;married
1994;$25,000-$39,999;ab45f81f017e778d7d4843566addfc90;2016-09-18T13:35:20.000Z;female;2016-09-18T13:35:58.555Z;4;single
1976;$10,000-$14,999;aa06cd4546e954c336bbc8aad92a5abe;2016-09-18T13:20:19.000Z;male;2016-09-18T13:29:07.479Z;4;married
1991;$40,000-$59,999;524d7c452bd3ce43a3302ef68ae50851;2016-09-18T11:20:16.000Z;female;2016-09-18T13:24:50.625Z;3;engaged
1987;$75,000-$99,999;b638e9ff30823e04f9c5a31f3ae1d70d;2016-09-18T13:05:17.000Z;male;2016-09-18T13:06:40.526Z;2;married
1993;Less than $10,000;de77b9dbcc44b6ef01642a2fb725751c;2016-09-18T12:50:21.000Z;male;2016-09-18T12:52:26.423Z;5+;single
1967;$40,000-$59,999;d581030c4cb4d13e6bdf7ce6c81f6df5;2016-09-18T12:35:21.000Z;female;2016-09-18T12:42:05.014Z;3;married
1974;$10,000-$14,999;c6ff3a4a5084a916a402d0302d62444e;2016-09-18T12:20:18.000Z;male;2016-09-18T12:34:34.609Z;3;married
1989;$75,000-$99,999;d4f92e9bed53ee278d0b79b0828caa9c;2016-09-18T12:05:16.000Z;male;2016-09-18T12:24:44.813Z;2;married
1960;$40,000-$59,999;3fc0aff04ad9c00f71fc845675f85cb3;2016-09-18T11:50:19.000Z;female;2016-09-18T11:52:22.419Z;3;married
1996;$15,000-$24,999;854923874a7772a6087f0c29d551a9de;2016-09-18T11:35:17.000Z;female;2016-09-18T11:37:18.853Z;3;single
1980;Less than $10,000;f6e8eb6c88fadbbfc92f7877e17b9a1b;2016-09-18T11:05:15.000Z;female;2016-09-18T11:09:22.229Z;2;married
1964;Less than $10,000;0af1b7112d1728aa7011762c73bcc4b0;2016-09-18T10:50:15.000Z;male;2016-09-18T11:06:40.376Z;1;divorced
1986;$60,000-$74,999;c0754573e8c6a94d75f91b374b686e47;2016-09-18T09:50:41.000Z;male;2016-09-18T10:54:12.652Z;1;single
1974;$10,000-$14,999;8d389aa4b2cca3599aeb4de2f10136f8;2016-09-18T10:35:16.000Z;female;2016-09-18T10:38:16.726Z;4;married
1972;Less than $10,000;bd3aaee597c480d5c64476c16498f97b;2016-09-18T09:20:22.000Z;male;2016-09-18T10:30:29.190Z;4;married
1986;$40,000-$59,999;d01ef92b6f6fe4a221e00733c6514f49;2016-09-18T10:20:17.000Z;female;2016-09-18T10:22:32.033Z;2;cohabitating
1980;$25,000-$39,999;60f758876cbcb45be951a217f94ee781;2016-09-18T10:05:18.000Z;female;2016-09-18T10:11:39.753Z;4;married
1986;Less than $10,000;5783f8f2a3c40a33061268189b89a861;2016-09-18T08:50:19.000Z;male;2016-09-18T10:02:20.932Z;4;single
1995;$15,000-$24,999;a20bf9a8f85f24204e923ba204aa6eef;2016-09-18T09:35:19.000Z;male;2016-09-18T09:50:44.389Z;5+;single
1983;$60,000-$74,999;3c87fec721b61a7fb5b8a6ab3a2ca06e;2016-09-18T09:05:22.000Z;male;2016-09-18T09:34:27.922Z;5+;married
1979;Less than $10,000;616a9637be81a86132a36021821807db;2016-09-18T08:05:20.000Z;male;2016-09-18T09:01:38.801Z;3;divorced
1993;$40,000-$59,999;625ecfbc0abbf985fc9879f46121747a;2016-09-18T08:35:21.000Z;male;2016-09-18T09:00:40.584Z;4;single
1990;$75,000-$99,999;255a9362450c215a81773a379823a33d;2016-09-18T08:20:20.000Z;male;2016-09-18T08:25:28.679Z;1;single
1990;$15,000-$24,999;fe94c5554cc2e3e4621937f9c2bfee52;2016-09-18T04:50:14.000Z;male;2016-09-18T08:07:08.115Z;2;cohabitating
1997;$60,000-$74,999;226ad3141a1931fb885c89631d5b6d56;2016-09-18T07:50:22.000Z;male;2016-09-18T07:51:10.605Z;4;single
1997;Less than $10,000;baf879e0c5103b6ded18c7c2c2374bf2;2016-09-18T07:35:23.000Z;female;2016-09-18T07:38:36.208Z;2;single
1993;$15,000-$24,999;2470eace6dbf331bf93fd2b979da1795;2016-09-18T06:20:16.000Z;female;2016-09-18T07:24:24.637Z;3;married
1957;$40,000-$59,999;422b202f6ad59b9de8da820e894c6a92;2016-09-18T07:20:21.000Z;male;2016-09-18T07:22:01.929Z;1;single
1986;$15,000-$24,999;36edd3f8d229f173e912de223f4d59b5;2016-09-18T07:05:36.000Z;female;2016-09-18T07:09:30.696Z;2;single
1987;Less than $10,000;17176075f94e7cd2933fefbace760843;2016-09-18T06:50:23.000Z;male;2016-09-18T06:53:04.975Z;1;single
1990;$10,000-$14,999;0435f8d75ffab66bd4fe73df4ef7690f;;male;2016-09-18T06:48:11.746Z;5+;single
1990;$10,000-$14,999;0435f8d75ffab66bd4fe73df4ef7690f;2016-09-18T06:35:15.000Z;male;2016-09-18T06:48:09.158Z;5+;single
1962;$100,000 or more;9fe0d627885942a21ec5d35b34df9683;2016-09-18T05:50:13.000Z;female;2016-09-18T05:54:30.138Z;3;divorced
1991;Less than $10,000;c02889bfc65410a8247b9bd739c4fef7;2016-09-18T05:35:18.000Z;male;2016-09-18T05:47:01.112Z;5+;married
1977;$25,000-$39,999;320b35d56860509b5a07d3e855a377ce;2016-09-18T05:20:15.000Z;male;2016-09-18T05:21:43.229Z;4;married
1980;$25,000-$39,999;6e57de6d29b5dd6c20b28254a9d6a584;2016-09-18T05:05:16.000Z;female;2016-09-18T05:06:09.037Z;4;married
1976;$75,000-$99,999;43adaeb04f0be8b13416f1b1a79f4f8a;2016-09-18T04:35:18.000Z;male;2016-09-18T04:36:50.066Z;5+;married
1981;$100,000 or more;8fe8f2e49c9c7e81aaff752efbf9b180;2016-09-18T04:20:16.000Z;female;2016-09-18T04:21:04.116Z;3;married
1984;$75,000-$99,999;af56cc87a1e152017bbe2081974647b7;2016-09-18T04:05:16.000Z;male;2016-09-18T04:07:39.772Z;3;single
1960;$40,000-$59,999;91c9e74842e58971dbc1f45a2c1d67f1;2016-09-18T03:50:17.000Z;female;2016-09-18T03:52:57.728Z;2;cohabitating
1980;$100,000 or more;1a858545abd1285921fb7bfe53206a76;2016-09-18T03:35:15.000Z;female;2016-09-18T03:38:10.746Z;4;married
1989;$15,000-$24,999;aa0390f9aa28f2b6115884bec40b8030;2016-09-18T03:20:17.000Z;female;2016-09-18T03:21:13.762Z;4;cohabitating
1977;$25,000-$39,999;f83f421b20852f4c61b8628d8d161fa7;2016-09-18T03:05:18.000Z;female;2016-09-18T03:06:28.001Z;5+;married
1976;$40,000-$59,999;f68e45f815fae34f075df1fa011428f7;2016-09-18T02:50:19.000Z;male;2016-09-18T02:52:41.180Z;1;single
1981;$75,000-$99,999;76377362f36b3168548d2a448f3d11fb;2016-09-18T02:35:19.000Z;female;2016-09-18T02:37:02.204Z;5+;single
1991;$25,000-$39,999;788c3a3bd7e27446f2acc3a8a33ad2a1;2016-09-18T02:20:21.000Z;female;2016-09-18T02:23:36.633Z;5+;single
1986;$25,000-$39,999;b92704ea431d60d62bd8fd18e2940067;2016-09-18T02:05:16.000Z;male;2016-09-18T02:06:35.561Z;1;single
1986;$15,000-$24,999;261a07bd8f4dadbbed74907361a64298;2016-09-18T01:50:16.000Z;male;2016-09-18T01:53:57.925Z;1;single
1944;$40,000-$59,999;eaf20092bc0cb84f1354a3aa8b18991b;2016-09-18T01:35:22.000Z;female;2016-09-18T01:45:39.390Z;2;married
1990;$15,000-$24,999;da9f4063ca1357d3c244d1f71bf03cf8;2016-09-18T01:20:21.000Z;male;2016-09-18T01:27:40.359Z;2;single
1967;Less than $10,000;5aeb4f71bcb4e0a7aa24642569e5328b;2016-09-18T01:05:17.000Z;female;2016-09-18T01:06:10.992Z;2;divorced
1972;$100,000 or more;4a3a51b05213aaa8f7244956108311c0;2016-09-18T00:50:20.000Z;female;2016-09-18T00:53:12.935Z;5+;married
1993;$40,000-$59,999;782f072ace7b7ff08c231de63aa11314;2016-09-18T00:35:27.000Z;male;2016-09-18T00:42:13.131Z;3;single
1994;$25,000-$39,999;ec4f8c461d179d7bb00b353e054a7cea;2016-09-18T00:20:18.000Z;male;2016-09-18T00:24:15.049Z;1;single
1981;$60,000-$74,999;d80c1d46ad5f0a99be06ac23a0f5f6d3;2016-09-18T00:05:15.000Z;female;2016-09-18T00:14:27.418Z;5+;married
1990;$40,000-$59,999;bc8e74348243eb6ae51f615d66d64ac1;2016-09-17T23:50:19.000Z;male;2016-09-17T23:52:23.892Z;3;single
1981;$25,000-$39,999;ae30237b2f690439a18444d6ec835333;2016-09-17T22:35:20.000Z;male;2016-09-17T23:39:08.849Z;2;single
1977;$15,000-$24,999;e7e6e14bc7373b0e93a9a0fc879b4d10;2016-09-17T23:35:17.000Z;female;2016-09-17T23:35:47.366Z;2;cohabitating
1971;$15,000-$24,999;07fe92ca1884504de0963351a10d4811;2016-09-17T23:20:17.000Z;male;2016-09-17T23:30:19.844Z;2;cohabitating
1963;$15,000-$24,999;a2e61fbea11b5cded7a9ee89daf0dafc;2016-09-17T22:20:14.000Z;female;2016-09-17T23:22:52.203Z;1;single
1991;$75,000-$99,999;a8da33c8ca972074021ec4965cb87a2f;;male;2016-09-17T23:12:56.540Z;3;single
1991;$75,000-$99,999;a8da33c8ca972074021ec4965cb87a2f;2016-09-17T22:50:13.000Z;male;2016-09-17T23:12:56.538Z;3;single
1987;$40,000-$59,999;8eab47b5327e96e826ceec1c4725101b;2016-09-17T23:05:15.000Z;male;2016-09-17T23:06:39.891Z;3;married
1965;$40,000-$59,999;bb2a89a9c6205079f504e7e33d66c106;2016-09-17T22:05:35.000Z;female;2016-09-17T22:24:03.575Z;2;single
1982;$75,000-$99,999;5d1fc58cb245173530cae8edd976d1cd;2016-09-17T21:50:19.000Z;female;2016-09-17T22:22:18.099Z;5+;married
1972;$60,000-$74,999;19621588ac86386ed13cf91870b4e8e4;2016-09-17T21:20:17.000Z;female;2016-09-17T22:08:52.788Z;3;married
1963;$10,000-$14,999;ab2d406bb5caf339ea79fb8130eed9c4;2016-09-17T21:35:23.000Z;female;2016-09-17T21:36:29.349Z;3;divorced
1986;$40,000-$59,999;f446f8648919ecadec0044d4c0fe9bfe;2016-09-17T20:50:14.000Z;male;2016-09-17T21:10:53.533Z;1;single
1974;$10,000-$14,999;7ff365d795a712d5b1ddedd4bc0152fd;2016-09-17T21:05:40.000Z;female;2016-09-17T21:06:44.270Z;1;single
1962;$60,000-$74,999;05c54414c58a507c922f68feeaa3fad7;2016-09-17T19:50:13.000Z;male;2016-09-17T20:47:09.483Z;2;married
1980;$60,000-$74,999;3a53b7feca371b0fc5b14a018cc4ae63;2016-09-17T19:35:16.000Z;female;2016-09-17T20:46:50.920Z;5+;cohabitating
1981;Less than $10,000;b9d5457b87a1c9c6d2a4a377427314da;2016-09-17T20:35:16.000Z;female;2016-09-17T20:35:49.114Z;1;single
1981;$60,000-$74,999;f5dd6f5277361c3e22bbcd9099d9bb32;2016-09-17T20:20:12.000Z;male;2016-09-17T20:27:30.158Z;5+;married
1997;$25,000-$39,999;bb83aaa35236e995f5995025518b235f;2016-09-17T20:05:19.000Z;male;2016-09-17T20:07:04.371Z;3;single
1993;$40,000-$59,999;06c3713026268d4948b1cf06eab62abe;2016-09-17T19:20:15.000Z;male;2016-09-17T19:25:20.525Z;2;cohabitating
1981;$75,000-$99,999;c8f25e402f4e87c2e19338db148f4c7c;2016-09-17T17:35:26.000Z;female;2016-09-17T19:12:24.371Z;3;single
1989;$10,000-$14,999;5fbd7a679240516044c73d672b62d5cc;2016-09-17T19:05:16.000Z;male;2016-09-17T19:12:22.742Z;4;married
1986;$75,000-$99,999;cab1bf896c5e49e9c3a876720820738b;2016-09-17T18:50:15.000Z;male;2016-09-17T18:53:09.288Z;5+;married
1979;$60,000-$74,999;e653f8931b0a70b7ba8ea28026733b4c;2016-09-17T18:35:21.000Z;male;2016-09-17T18:47:51.191Z;5+;married
1991;$40,000-$59,999;2eabb9dae1778679af90529c8be1ad8c;2016-09-17T18:20:19.000Z;male;2016-09-17T18:21:44.076Z;4;single
1974;$60,000-$74,999;3263eec271bd2c0c478aea3ad3c02ac5;2016-09-17T18:05:19.000Z;female;2016-09-17T18:12:00.236Z;4;engaged
1976;$100,000 or more;fca992c5fc50f58cb1cbaf30c560b7fc;;male;2016-09-17T17:51:12.359Z;4;married
1976;$100,000 or more;fca992c5fc50f58cb1cbaf30c560b7fc;2016-09-17T17:50:24.000Z;male;2016-09-17T17:51:09.827Z;4;married
1983;$60,000-$74,999;76f9ffde8ad53190ef1a7b5867176ffb;2016-09-17T15:50:17.000Z;female;2016-09-17T17:44:04.953Z;3;married
1996;$75,000-$99,999;6462def630273e6366ae35ba3c70f4e2;2016-09-17T17:20:23.000Z;male;2016-09-17T17:24:46.209Z;3;single
1984;$100,000 or more;fe1f644a1e93ccb5e6a43093ae8aec55;2016-09-17T17:05:20.000Z;male;2016-09-17T17:06:21.679Z;3;married
1957;$40,000-$59,999;251a80ffbe71f05049ba8975b31181d1;2016-09-17T16:50:15.000Z;female;2016-09-17T16:52:21.446Z;2;married
1957;$40,000-$59,999;251a80ffbe71f05049ba8975b31181d1;;female;2016-09-17T16:52:19.760Z;2;married
1969;$100,000 or more;db02e862278e54036f42ce6bc0f3e0f7;2016-09-17T16:35:16.000Z;male;2016-09-17T16:37:26.410Z;2;married
1987;$15,000-$24,999;88914a4f304f49a51e31ac0f6d819481;2016-09-17T16:20:15.000Z;female;2016-09-17T16:21:06.757Z;3;married
1987;$60,000-$74,999;d792b46d40cba4adcc2d8c869d545254;2016-09-17T16:05:16.000Z;male;2016-09-17T16:09:15.528Z;2;single
1991;$40,000-$59,999;5013ab3b9533aa3193881e721e0b32eb;2016-09-17T14:20:11.000Z;female;2016-09-17T15:52:06.813Z;2;married
1994;Less than $10,000;9879afeffddfa836ed4b041749dec951;2016-09-17T15:35:13.000Z;male;2016-09-17T15:39:42.504Z;4;single
1987;$15,000-$24,999;0db783226417dff62bfa8bc6f86dad24;2016-09-17T14:05:11.000Z;male;2016-09-17T15:36:04.407Z;2;married
1994;$25,000-$39,999;6f92721dbc40ac00b1a957664d5a1594;2016-09-17T15:20:13.000Z;male;2016-09-17T15:25:01.418Z;4;single
1967;$15,000-$24,999;bef6e17201365c9a5d5610e72f2f9b49;2016-09-17T15:05:12.000Z;female;2016-09-17T15:06:32.354Z;1;single
1984;$40,000-$59,999;35a2a211fbe3fd5dc23151a25ced60ea;2016-09-17T14:50:09.000Z;female;2016-09-17T14:55:40.423Z;1;single
1964;$25,000-$39,999;dd5ae67123b4d4395456b807564c6d72;2016-09-17T14:35:10.000Z;male;2016-09-17T14:39:19.571Z;3;married
1994;Less than $10,000;9b0f4ed204abd5758cb53f8bb34d005c;2016-09-17T13:50:11.000Z;male;2016-09-17T13:55:29.645Z;5+;single
1993;Less than $10,000;2c1e846de63a0adbf47f6e818e924412;2016-09-17T11:20:10.000Z;male;2016-09-17T13:48:01.476Z;3;single
1969;$100,000 or more;ac48ae42df434f102a866881191b0d0a;2016-09-17T13:35:12.000Z;male;2016-09-17T13:36:32.814Z;3;married
1990;$40,000-$59,999;47506776aac6559d5d4b2d4afb407823;2016-09-17T11:35:12.000Z;male;2016-09-17T13:36:27.350Z;2;married
1986;$40,000-$59,999;8aecb882bb12e604deb34d2a8797b8a4;2016-09-17T13:20:10.000Z;female;2016-09-17T13:22:56.574Z;1;single
1996;$40,000-$59,999;519309bf2c55baf4b266aae112b7cabd;2016-09-17T13:05:10.000Z;female;2016-09-17T13:06:10.152Z;3;single
1988;$10,000-$14,999;76a99935fda9b99ee00df281280f64de;2016-09-17T12:05:10.000Z;male;2016-09-17T12:51:55.545Z;1;single
1987;$25,000-$39,999;9ea612fd8b7364c732bea706a77aa50b;2016-09-17T12:50:10.000Z;male;2016-09-17T12:51:25.549Z;3;married
1972;$75,000-$99,999;e64e1b553a241db5fff4fa8625660162;2016-09-17T11:50:10.000Z;female;2016-09-17T12:48:43.614Z;4;married
1978;$100,000 or more;36d80c9f277417d8e4e0d910c2f2bd6c;2016-09-17T12:20:11.000Z;female;2016-09-17T12:36:05.894Z;5+;cohabitating
1975;$40,000-$59,999;7a32b39f0131ba963421a82af4db7d73;2016-09-17T12:35:10.000Z;female;2016-09-17T12:35:50.211Z;3;divorced
1986;$15,000-$24,999;70f8a940903987d29eeafcc43d25f074;2016-09-17T11:05:10.000Z;male;2016-09-17T12:24:39.970Z;4;single
1970;$40,000-$59,999;6b5f33ad01fbd581af3aa1706042835c;2016-09-17T09:35:20.000Z;male;2016-09-17T12:20:58.862Z;3;married
1985;Less than $10,000;6420827e6947b3979c0c4ebcb953327e;2016-09-17T10:50:11.000Z;male;2016-09-17T11:54:23.024Z;2;married
1981;Less than $10,000;4b228a8b9e967f6358b72f77e232d7f9;2016-09-17T10:35:12.000Z;male;2016-09-17T10:40:12.044Z;4;married
1959;$75,000-$99,999;f85b62819726447721b2dbb388922ce4;2016-09-17T10:20:11.000Z;female;2016-09-17T10:30:43.155Z;1;divorced
1966;$40,000-$59,999;0d21752976de9007b9c700c5b9a7d2af;2016-09-17T09:20:20.000Z;male;2016-09-17T10:22:06.967Z;4;married
1987;$15,000-$24,999;c8024f8358e6549a270e649598fd4ca1;2016-09-17T10:05:19.000Z;female;2016-09-17T10:18:28.003Z;3;married
1991;$10,000-$14,999;07aa9b56c1fe4716686d8df4f376f392;2016-09-17T09:05:11.000Z;female;2016-09-17T10:10:24.494Z;3;married
1991;Less than $10,000;63c99eaf23a8c0a655bfea1fcf23c40d;2016-09-17T09:50:22.000Z;male;2016-09-17T10:00:41.411Z;4;single
1969;$40,000-$59,999;a52c941122c27bda40fab41416e2413b;2016-09-17T08:50:12.000Z;female;2016-09-17T09:07:28.821Z;2;divorced
1980;Less than $10,000;9077a354cf955131e8181158defe5264;2016-09-17T08:35:13.000Z;male;2016-09-17T09:06:08.026Z;4;single
1944;$40,000-$59,999;a553a87d77bc71a34c2186e9ecc888d1;2016-09-17T07:35:14.000Z;female;2016-09-17T08:44:00.734Z;1;single
1967;$60,000-$74,999;789517ef29a9b2c9734ee83767a124bc;2016-09-17T08:20:09.000Z;female;2016-09-17T08:30:13.237Z;3;married
1982;$15,000-$24,999;a97a2018a7e660a82301cc074ec25a46;2016-09-17T08:05:16.000Z;male;2016-09-17T08:08:30.779Z;1;single
1996;$25,000-$39,999;11ffad4705d7bfd15488857e0ee9365d;2016-09-17T07:50:13.000Z;male;2016-09-17T07:53:44.824Z;4;single
1974;Less than $10,000;8c6c74c6e920419e5960629d47416a73;2016-09-17T07:20:15.000Z;female;2016-09-17T07:29:00.426Z;5+;married
1986;$75,000-$99,999;64e31c9def05dbb45b6e9aca2f4efb0c;2016-09-17T07:05:11.000Z;male;2016-09-17T07:08:08.496Z;2;cohabitating
1979;$60,000-$74,999;6b28bb5c539838c3d494ffbb11cdbd37;2016-09-17T06:50:10.000Z;male;2016-09-17T06:55:43.679Z;2;cohabitating
1998;$40,000-$59,999;b3aaa1f38a9252b5ff63fb98e248900e;2016-09-17T06:35:11.000Z;female;2016-09-17T06:42:53.469Z;5+;single
1990;$100,000 or more;afe3acd196f461c2c1755b4ebd9769dd;2016-09-17T06:20:11.000Z;female;2016-09-17T06:21:14.690Z;3;single
1983;$40,000-$59,999;ee57e9d71a560a72542b5ccc4117d55b;2016-09-17T06:05:13.000Z;male;2016-09-17T06:11:14.674Z;5+;married
1989;Less than $10,000;50304953ff5024d82db9e7a8f269ee9d;2016-09-17T05:50:12.000Z;male;2016-09-17T05:54:39.846Z;2;cohabitating
1986;$100,000 or more;2f7b3acbc268bbd380c893e36977bf68;2016-09-17T05:35:11.000Z;female;2016-09-17T05:39:07.179Z;4;married
1995;$40,000-$59,999;3af13307e8015540bd75b99e391c71de;2016-09-17T05:20:12.000Z;male;2016-09-17T05:23:53.058Z;4;engaged
1980;$60,000-$74,999;362d2fc8642da7d9a59b871930ca483c;2016-09-17T05:05:11.000Z;female;2016-09-17T05:06:24.701Z;2;single
1993;$60,000-$74,999;2164a2949e75d4160de3379dc202e683;2016-09-17T04:50:11.000Z;male;2016-09-17T05:00:58.406Z;3;single
1998;$100,000 or more;127c264ac59e49dc051cb49d057b8e11;2016-09-17T04:35:11.000Z;female;2016-09-17T04:41:24.550Z;5+;single
1985;$75,000-$99,999;7ecd325d0cfba125a63ab78ef4ce156f;2016-09-17T04:20:13.000Z;female;2016-09-17T04:21:11.769Z;4;single
1984;$25,000-$39,999;71848011ade370fb078d10f7ff0a61a5;2016-09-17T04:05:11.000Z;male;2016-09-17T04:08:35.607Z;4;married
1991;$10,000-$14,999;b2e850663b65916937a25a06b7ac7201;2016-09-17T03:50:12.000Z;female;2016-09-17T03:54:26.998Z;1;single
1989;$40,000-$59,999;4571f47dce2d54f25d28067e9addc58a;2016-09-17T03:35:13.000Z;male;2016-09-17T03:36:23.016Z;4;single
1980;$10,000-$14,999;153aff87a0e955bb1d2913bc8dfc08f6;2016-09-17T03:20:12.000Z;male;2016-09-17T03:22:02.816Z;5+;married
1986;$25,000-$39,999;49cc1828e3215a6d32c77205e8eb0c59;2016-09-17T03:05:36.000Z;female;2016-09-17T03:10:59.219Z;2;married
1982;$40,000-$59,999;aebf7dd40cd25bd4ae0d0adf05c9e4fa;2016-09-17T02:50:11.000Z;female;2016-09-17T03:05:11.246Z;1;single
1982;$15,000-$24,999;5b39f50e4ee8a2001f45cfdbc6d7c0da;2016-09-17T02:35:13.000Z;male;2016-09-17T02:37:02.023Z;2;engaged
1989;$15,000-$24,999;83179a930174d2eb89fd14c2d1a5ee6c;2016-09-17T01:20:13.000Z;male;2016-09-17T02:24:21.809Z;2;single
1951;$40,000-$59,999;1871b18193bcb5b3aff11c8c53631206;2016-09-17T02:20:13.000Z;male;2016-09-17T02:21:45.031Z;2;married
1978;$75,000-$99,999;eef920b007d1321f95ab29dbd9b0bb64;2016-09-17T01:50:11.000Z;female;2016-09-17T02:17:40.039Z;4;married
1990;$75,000-$99,999;358f5bbf48ce5701fe34e4c4288a0571;2016-09-17T02:05:12.000Z;male;2016-09-17T02:08:52.118Z;4;single
1962;$25,000-$39,999;b858783fc35fdfa4568725078c4f88b1;2016-09-17T01:35:12.000Z;female;2016-09-17T01:38:44.275Z;3;divorced
1991;$10,000-$14,999;239376fc55e3469fb3f3116497d89738;2016-09-17T01:05:13.000Z;male;2016-09-17T01:06:13.356Z;1;single
1972;$75,000-$99,999;0916ffbf35a701144e52f5686f4b0811;2016-09-17T00:50:13.000Z;female;2016-09-17T00:50:59.788Z;3;married
1990;Less than $10,000;0471e96abe33ca5046e9b24a3744192d;2016-09-17T00:35:12.000Z;male;2016-09-17T00:40:35.007Z;1;single
1970;$25,000-$39,999;dea5bede5c7b294b63f8c05bc0a69110;2016-09-17T00:20:13.000Z;male;2016-09-17T00:22:29.733Z;4;cohabitating
1989;$40,000-$59,999;c41fd376cb653d13a3d8e69aec309956;2016-09-17T00:05:13.000Z;female;2016-09-17T00:07:14.780Z;3;married
1975;$100,000 or more;9c33d74aa3d902e7dd0cebef101a9f8b;2016-09-16T23:50:14.000Z;female;2016-09-16T23:55:17.992Z;3;married
1988;$25,000-$39,999;d2012015e4dbf3e37ff63d64dcfe8bc6;2016-09-16T23:35:18.000Z;male;2016-09-16T23:41:16.012Z;1;single
1966;$25,000-$39,999;21f8737a1b39800574bf3ebc3ae49d0e;2016-09-16T23:20:13.000Z;female;2016-09-16T23:20:52.811Z;1;single
1994;$100,000 or more;72c8637528ca38c284c33d4ba20f89e8;2016-09-16T23:05:14.000Z;male;2016-09-16T23:08:26.348Z;4;single
1992;$15,000-$24,999;5c05a8619155afa18946cec808ba84de;2016-09-16T22:50:13.000Z;female;2016-09-16T22:54:46.976Z;5+;married
1996;$25,000-$39,999;feeec24ed7d8261056c083c71c812a5d;2016-09-16T22:35:12.000Z;male;2016-09-16T22:36:18.742Z;4;single
1990;$15,000-$24,999;4ba0e54ffa2a25b648eb34eb146e5aef;2016-09-16T22:20:11.000Z;male;2016-09-16T22:21:00.950Z;3;single
1991;$40,000-$59,999;e77ec47d20a8c75d7a259687ed620203;2016-09-16T22:05:12.000Z;male;2016-09-16T22:06:08.918Z;4;single
1954;$40,000-$59,999;8ba94e83fd5e322fee54af1a54f551c8;2016-09-16T21:50:12.000Z;female;2016-09-16T21:54:47.902Z;1;single
1974;$100,000 or more;0b54869251acbe18e27d0b502d54c5eb;2016-09-16T21:35:12.000Z;female;2016-09-16T21:36:09.714Z;5+;married
1984;$40,000-$59,999;a5ed065b7776a108236c9a45bcda78f0;2016-09-16T21:20:13.000Z;female;2016-09-16T21:20:59.661Z;4;divorced
1982;$25,000-$39,999;cafc7474c4de75a939bedb0243c9d3b1;2016-09-16T21:05:16.000Z;male;2016-09-16T21:06:36.660Z;5+;single
